MAIN_ID,RA,DEC,PMRA,PMDEC,MAG_V,MAG_U,MAG_USE
M008389,0 24 18.47628,-72 5 58.1424,-0.278,0.0661,18.538,19.421,18.68
M008393,0 24 0.126,-72 5 58.1352,-0.423,-0.274,18.492,19.397,18.64
M008396,0 24 21.29364,-72 5 58.1316,-0.706,0.732,19.298,20.578,19.44
M008403,0 23 56.61132,-72 5 58.1172,0.907,-0.604,18.443,19.336,18.62
M008405,0 23 59.97876,-72 5 58.1136,1.15,-0.181,19.172,20.486,19.36
M008415,0 24 1.86588,-72 5 58.0956,0.737,-0.942,17.776,18.547,17.92
M008420,0 24 13.25232,-72 5 58.0884,0.0321,-0.534,17.287,18.156,17.49
M008424,0 24 14.85792,-72 5 58.0812,0.136,-0.211,20.313,22.597,20.56
M008429,0 24 21.4434,-72 5 58.074,-1.43,-0.61,18.542,19.392,18.57
M008430,0 23 52.27116,-72 5 58.0704,0.0286,0.141,19.593,21.074,19.79
M008437,0 23 53.58444,-72 5 58.056,-0.295,-0.362,17.856,18.598,18.01
M008439,0 24 12.16476,-72 5 58.056,-0.647,0.903,18.659,19.476,18.72
M008441,0 24 3.29256,-72 5 58.0524,-0.153,0.392,17.218,18.337,17.4
M008446,0 24 10.61316,-72 5 58.0416,-0.841,1.31,20.083,22.01,20.38
M008453,0 23 53.0988,-72 5 58.0308,0.349,0.183,19.705,21.272,19.89
M008455,0 24 8.19108,-72 5 58.0308,0.211,0.673,19.234,20.531,19.41
M008465,0 24 11.47932,-72 5 58.0128,-0.0735,1.75,19.263,20.621,19.47
M008470,0 24 0.72144,-72 5 58.002,-0.579,-0.591,17.672,18.417,17.79
M008471,0 23 57.10596,-72 5 57.9984,-0.349,0.981,18.587,19.493,18.76
M008480,0 23 51.7776,-72 5 57.9912,-0.559,0.693,19.886,21.563,20.0
M008487,0 24 13.51512,-72 5 57.9768,-0.0443,-0.112,17.353,18.245,17.53
M008488,0 24 11.24424,-72 5 57.9768,0.997,0.15,20.293,22.291,20.41
M008492,0 23 59.09172,-72 5 57.966,-0.277,0.912,16.616,18.292,16.9
M008493,0 24 4.99824,-72 5 57.9588,-0.63,-0.889,17.742,18.481,17.85
M008501,0 24 9.95472,-72 5 57.948,-0.197,-0.109,18.937,20.024,19.1
M008502,0 24 1.2798,-72 5 57.948,-0.0783,0.407,18.355,19.232,18.46
M008505,0 24 15.9372,-72 5 57.9408,-0.428,1.38,18.668,19.515,18.72
M008508,0 24 4.37436,-72 5 57.93,0.712,1.08,19.513,20.77,19.54
M008511,0 24 10.95048,-72 5 57.9264,0.737,0.0158,18.048,18.84,18.18
M008512,0 23 50.0298,-72 5 57.9264,-0.723,1.21,17.974,18.662,18.07
M008514,0 24 8.65908,-72 5 57.9156,-0.57,0.0334,19.638,21.404,19.87
M008517,0 23 53.71944,-72 5 57.9048,0.283,-0.912,18.766,19.734,18.93
M008520,0 23 58.62192,-72 5 57.9012,0.783,-0.149,18.024,18.628,18.01
M008521,0 23 52.99116,-72 5 57.9012,-0.265,-0.355,19.886,21.625,20.09
M008529,0 24 3.61476,-72 5 57.8832,-0.567,0.0946,17.871,18.635,17.99
M008540,0 23 55.57848,-72 5 57.858,-1.02,-0.881,19.184,20.489,19.38
M008546,0 24 8.30916,-72 5 57.84,-0.326,-1.09,18.914,19.981,19.08
M008549,0 24 12.05496,-72 5 57.84,-1.02,-0.486,19.587,20.912,19.58
M008569,0 24 2.02788,-72 5 57.804,-0.35,0.387,19.921,21.736,20.17
M008571,0 23 56.96556,-72 5 57.804,-0.0425,-0.826,18.609,19.596,18.78
M008585,0 24 11.04768,-72 5 57.7824,1.15,-0.0948,18.578,19.454,18.68
M008587,0 24 11.57652,-72 5 57.7788,-0.502,0.627,19.459,20.897,19.68
M008589,0 23 54.77604,-72 5 57.768,-0.185,-0.145,17.362,18.145,17.49
M008591,0 24 8.91828,-72 5 57.768,-0.359,0.191,17.381,18.247,17.53
M008598,0 23 53.95992,-72 5 57.7536,-0.35,-0.438,18.985,20.013,19.07
M008599,0 24 21.10824,-72 5 57.7536,0.183,1.74,20.042,22.01,20.22
M008600,0 24 11.17044,-72 5 57.75,-0.144,0.0297,20.092,22.293,20.44
M008607,0 24 11.94084,-72 5 57.7464,-0.141,1.31,19.92,21.832,20.19
M008611,0 23 51.05832,-72 5 57.732,-0.185,-0.751,17.646,18.435,17.77
M008619,0 24 2.13156,-72 5 57.7104,-0.123,0.885,19.338,20.749,19.56
M008623,0 24 21.2742,-72 5 57.7032,0.336,-0.287,19.565,21.119,19.76
M008624,0 24 5.07708,-72 5 57.7032,0.184,0.289,19.193,20.488,19.26
M008633,0 23 56.04252,-72 5 57.6816,-0.954,0.993,19.212,20.36,19.37
M008634,0 24 19.10052,-72 5 57.6816,0.363,-0.173,17.314,18.467,17.5
M008636,0 24 14.93676,-72 5 57.6816,-1.48,-0.978,18.482,19.501,18.73
M008639,0 24 2.91132,-72 5 57.6744,-0.267,-0.588,18.383,19.105,18.35
M008640,0 24 14.52708,-72 5 57.6744,0.151,-0.999,18.922,20.063,19.11
M008641,0 24 14.346,-72 5 57.6744,-0.321,0.693,17.856,18.575,17.97
M008645,0 24 1.73664,-72 5 57.66,0.215,-0.0836,18.774,19.721,18.91
M008649,0 24 2.83068,-72 5 57.6492,-0.39,0.293,18.838,19.77,18.84
M008656,0 24 19.40076,-72 5 57.6384,-0.772,-0.203,19.035,20.168,19.27
M008661,0 24 16.98336,-72 5 57.6348,0.156,1.08,17.9,18.71,18.06
M008665,0 24 12.89376,-72 5 57.6168,-0.375,-0.572,19.675,21.379,19.93
M008671,0 23 56.13972,-72 5 57.6024,-0.803,-0.122,18.603,19.442,18.69
M008677,0 24 16.1226,-72 5 57.5952,-0.391,-0.125,17.021,18.613,17.3
M008682,0 24 19.548,-72 5 57.588,1.21,-0.108,19.818,21.472,20.0
M008691,0 23 52.51236,-72 5 57.5736,0.48,-0.0574,18.97,20.024,19.09
M008692,0 24 0.77364,-72 5 57.5736,-0.672,-0.351,18.485,19.338,18.63
M008693,0 23 56.57388,-72 5 57.5736,-0.0471,0.42,19.579,21.172,19.79
M008711,0 24 3.36024,-72 5 57.5268,0.938,-0.317,19.37,20.803,19.53
M008721,0 24 16.45308,-72 5 57.5052,0.368,0.371,18.132,18.906,18.26
M008732,0 24 2.24424,-72 5 57.4764,0.155,0.195,18.556,19.634,18.8
M008740,0 24 15.38964,-72 5 57.4656,0.0495,-0.855,18.292,19.079,18.41
M008748,0 24 12.68424,-72 5 57.4548,0.679,0.453,17.28,18.48,17.46
M008756,0 23 52.21284,-72 5 57.4404,0.993,0.671,19.15,20.403,19.34
M008757,0 23 50.17452,-72 5 57.4368,-0.453,-0.387,17.182,18.099,17.38
M008758,0 24 13.41324,-72 5 57.4332,-0.06,-0.272,18.636,19.599,18.8
M008763,0 23 53.72628,-72 5 57.426,-0.83,0.72,18.43,19.265,18.57
M008764,0 24 8.49132,-72 5 57.426,0.667,-0.7,18.799,19.8,18.92
M008767,0 23 57.43392,-72 5 57.4116,-0.142,-0.347,18.703,19.691,18.87
M008772,0 24 13.89852,-72 5 57.4008,-1.17,-0.55,19.997,21.884,20.26
M008774,0 23 53.07468,-72 5 57.4008,-0.787,-0.33,19.457,20.803,19.63
M008776,0 24 12.24936,-72 5 57.3972,0.0902,-0.099,19.216,20.479,19.39
M008777,0 24 9.51228,-72 5 57.3972,0.266,-0.576,18.956,20.185,19.17
M008802,0 24 10.05696,-72 5 57.3648,-0.51,-0.122,19.092,20.387,19.25
M008804,0 24 15.97248,-72 5 57.3576,0.0674,-0.0226,19.553,21.103,19.78
M008814,0 24 11.29248,-72 5 57.3396,-1.78,-0.354,19.992,21.698,20.06
M008816,0 24 2.71044,-72 5 57.336,-0.639,-0.517,19.49,20.931,19.67
M008819,0 24 2.3472,-72 5 57.336,0.787,-0.421,18.601,19.585,18.8
M008821,0 24 12.1212,-72 5 57.3324,-0.181,0.327,19.183,20.428,19.34
M008822,0 24 17.19432,-72 5 57.3252,-0.662,-0.223,18.315,19.18,18.46
M008823,0 24 8.56728,-72 5 57.3216,0.898,-0.823,20.405,22.449,20.55
M008828,0 24 20.45196,-72 5 57.3144,0.116,-0.347,18.719,19.803,18.94
M008837,0 24 18.2502,-72 5 57.2892,0.244,0.198,19.67,21.334,19.89
M008840,0 24 8.40816,-72 5 57.2856,0.405,1.54,17.212,18.078,17.44
M008842,0 24 3.88296,-72 5 57.2856,-0.519,-0.355,17.32,18.49,17.46
M008848,0 24 15.04764,-72 5 57.2748,1.5,-0.192,19.552,21.091,19.65
M008849,0 23 59.88516,-72 5 57.2712,1.24,-0.176,18.732,19.714,18.9
M008852,0 24 18.37728,-72 5 57.264,0.612,1.04,18.69,19.56,18.82
M008866,0 24 19.92636,-72 5 57.246,-0.982,-0.808,17.965,18.759,18.12
M008872,0 24 17.5878,-72 5 57.2388,1.07,0.0656,19.011,20.251,19.24
M008875,0 24 1.93788,-72 5 57.2352,0.95,-0.0382,20.118,22.252,20.43
M008877,0 23 54.72492,-72 5 57.2316,-0.692,-0.838,18.474,19.306,18.61
M008880,0 24 11.63448,-72 5 57.2208,0.561,0.373,19.98,21.863,20.23
M008890,0 23 59.9892,-72 5 57.2136,0.381,1.67,19.33,20.851,19.61
M008894,0 24 17.95068,-72 5 57.1956,-0.577,-0.383,18.719,19.957,19.03
M008896,0 24 14.03424,-72 5 57.192,-0.00485,-0.417,18.64,19.434,18.55
M008903,0 24 11.06424,-72 5 57.1812,0.42,-0.813,19.284,20.579,19.42
M008906,0 24 13.7034,-72 5 57.1776,0.257,-0.586,20.071,22.119,20.29
M008908,0 24 14.96988,-72 5 57.1776,-0.527,0.732,18.292,19.155,18.45
M008912,0 24 4.15296,-72 5 57.1704,0.234,0.109,17.654,18.427,17.78
M008917,0 23 59.4114,-72 5 57.1632,0.0268,-0.594,19.736,21.429,20.0
M008939,0 24 21.42648,-72 5 57.1272,0.53,-0.806,17.809,18.544,17.9
M008944,0 24 8.74728,-72 5 57.12,0.544,0.0657,17.4,18.219,17.55
M008947,0 24 1.44216,-72 5 57.1128,-0.192,-0.298,17.578,18.315,17.69
M008951,0 24 8.13348,-72 5 57.1056,-1.39,-0.0893,19.288,20.744,19.49
M008953,0 24 15.37848,-72 5 57.102,-0.406,0.361,17.583,18.392,17.74
M008954,0 24 3.21192,-72 5 57.0984,-0.14,0.41,17.892,18.665,18.0
M008963,0 23 54.51864,-72 5 57.084,-0.275,0.195,17.246,18.275,17.45
M008965,0 24 10.56852,-72 5 57.0804,0.263,0.623,19.695,21.435,19.96
M008966,0 24 1.2762,-72 5 57.0804,0.393,0.652,18.9,19.955,19.04
M008971,0 24 12.39768,-72 5 57.066,-0.606,-0.705,17.019,18.041,17.25
M008974,0 24 5.26536,-72 5 57.0588,0.00719,0.263,20.099,22.152,20.38
M008981,0 24 10.86228,-72 5 57.0444,-1.05,0.662,19.027,20.233,19.19
M008987,0 24 2.42568,-72 5 57.0336,0.406,-0.391,20.059,22.136,20.27
M008994,0 23 57.83208,-72 5 57.0192,0.871,0.792,18.27,19.113,18.42
M008997,0 24 19.58004,-72 5 57.012,0.199,0.537,17.937,18.636,18.05
M009002,0 24 15.83604,-72 5 57.0012,-0.532,-0.393,19.605,21.148,19.8
M009004,0 24 21.34908,-72 5 56.9976,-0.489,-0.231,19.705,21.424,19.94
M009007,0 24 14.55624,-72 5 56.994,0.813,0.271,17.878,18.607,18.02
M009013,0 24 16.6248,-72 5 56.9796,-0.745,0.656,18.479,19.312,18.62
M009022,0 24 18.108,-72 5 56.9616,-0.338,-0.39,19.385,20.769,19.6
M009025,0 24 2.19672,-72 5 56.9616,-0.171,0.852,19.838,21.599,20.03
M009040,0 23 50.61012,-72 5 56.9256,-0.489,-0.446,17.58,18.382,17.73
M009041,0 24 0.49428,-72 5 56.9184,0.168,1.66,17.684,18.456,17.81
M009042,0 23 55.59504,-72 5 56.9148,-0.396,-0.254,17.297,18.197,17.43
M009043,0 24 19.0494,-72 5 56.9112,-0.54,0.647,20.188,22.298,20.41
M009050,0 23 50.42544,-72 5 56.904,-1.08,0.327,19.298,20.574,19.47
M009054,0 24 18.82224,-72 5 56.8968,0.318,-0.87,19.817,21.51,20.04
M009058,0 24 4.36896,-72 5 56.8896,0.321,1.14,19.69,21.327,19.88
M009060,0 23 59.65152,-72 5 56.8824,-1.12,0.141,17.859,18.594,17.99
M009071,0 24 11.79684,-72 5 56.8608,-0.124,0.534,19.19,20.496,19.42
M009073,0 24 2.7846,-72 5 56.8608,-0.175,1.27,17.949,18.722,18.07
M009079,0 23 52.5462,-72 5 56.8572,-1.04,-1.01,17.046,18.561,17.29
M009080,0 24 4.58568,-72 5 56.8536,0.689,0.844,17.91,18.65,18.03
M009082,0 24 9.17676,-72 5 56.8464,0.606,-0.247,17.707,18.448,17.82
M009083,0 23 57.07464,-72 5 56.8428,0.16,-0.609,19.36,20.696,19.57
M009091,0 23 55.13388,-72 5 56.8356,-0.686,-0.78,18.075,18.85,18.2
M009097,0 24 19.38204,-72 5 56.8284,-0.0287,0.146,19.735,21.279,19.87
M009105,0 24 18.48564,-72 5 56.814,0.446,-0.973,19.09,20.2,19.23
M009107,0 23 55.84308,-72 5 56.8104,0.325,0.228,17.579,18.345,17.73
M009110,0 24 9.58248,-72 5 56.8032,0.12,0.92,17.586,18.261,17.64
M009127,0 24 12.58452,-72 5 56.7816,0.315,-0.193,19.809,21.519,19.98
M009128,0 24 18.29628,-72 5 56.778,-0.33,0.0891,19.604,21.231,19.87
M009133,0 24 9.37008,-72 5 56.76,0.51,0.619,18.82,19.812,18.92
M009142,0 23 56.2596,-72 5 56.7492,0.43,-0.586,19.649,21.193,19.86
M009145,0 23 58.39152,-72 5 56.7456,-0.573,-0.697,19.182,20.905,19.45
M009147,0 24 8.2026,-72 5 56.7348,-0.671,-0.104,17.991,18.762,18.13
M009150,0 24 14.03928,-72 5 56.7348,0.501,0.361,17.344,18.091,17.29
M009151,0 24 12.7116,-72 5 56.7312,1.22,1.03,18.706,19.76,18.9
M009152,0 24 16.23312,-72 5 56.7312,0.978,1.01,17.455,18.243,17.64
M009153,0 24 1.45476,-72 5 56.7312,0.0328,1.04,19.408,20.628,19.46
M009154,0 24 17.0982,-72 5 56.724,0.129,-0.818,19.596,21.104,19.74
M009161,0 24 12.3678,-72 5 56.7168,-0.279,-0.0409,18.207,18.992,18.35
M009165,0 24 19.75608,-72 5 56.706,-0.311,-0.541,17.463,18.261,17.61
M009177,0 24 1.656,-72 5 56.688,-0.416,-0.426,19.123,20.222,19.25
M009184,0 23 57.2676,-72 5 56.6772,0.27,-1.38,17.877,18.623,18.0
M009186,0 24 0.87048,-72 5 56.6628,-1.41,-0.12,19.491,20.882,19.64
M009187,0 24 4.88088,-72 5 56.6628,0.209,0.336,19.859,21.702,20.09
M009190,0 24 10.14768,-72 5 56.6628,0.325,0.564,19.932,21.815,20.22
M009194,0 23 54.07152,-72 5 56.652,-0.0153,-0.173,17.759,18.493,17.9
M009201,0 24 19.17288,-72 5 56.634,0.295,-1.03,18.808,19.831,19.0
M009205,0 24 12.98808,-72 5 56.6268,-0.0914,-0.543,17.279,18.316,17.46
M009207,0 24 9.71352,-72 5 56.6268,0.242,-0.423,17.566,18.065,17.66
M009208,0 24 3.83328,-72 5 56.6232,-0.75,-1.14,19.368,20.522,19.38
M009217,0 24 1.37016,-72 5 56.616,0.269,2.33,19.745,21.344,19.89
M009219,0 23 59.1378,-72 5 56.6088,-0.756,-0.923,18.232,19.032,18.38
M009222,0 23 59.75376,-72 5 56.6088,0.155,-0.57,17.346,18.203,17.48
M009232,0 23 51.90576,-72 5 56.5908,-1.12,-0.486,19.28,20.587,19.38
M009234,0 24 21.20796,-72 5 56.5872,-0.26,0.955,19.434,20.812,19.58
M009236,0 23 58.84764,-72 5 56.5872,-0.234,-0.545,18.037,18.784,18.16
M009241,0 23 56.62104,-72 5 56.5764,0.493,0.0412,19.887,21.632,20.12
M009244,0 24 9.93996,-72 5 56.5728,0.215,-1.12,17.221,18.834,17.47
M009253,0 24 13.4406,-72 5 56.5584,0.813,-1.64,19.577,21.152,19.73
M009255,0 23 55.22424,-72 5 56.5548,0.504,-0.319,18.896,19.928,19.03
M009260,0 24 19.97208,-72 5 56.5512,0.258,-1.8,20.247,22.356,20.49
M009263,0 24 0.2628,-72 5 56.544,-0.22,0.279,19.465,20.877,19.61
M009269,0 23 57.8958,-72 5 56.5296,0.334,-0.455,18.281,19.131,18.43
M009270,0 24 17.22672,-72 5 56.526,0.266,-0.317,18.655,19.711,18.87
M009279,0 24 17.01612,-72 5 56.508,0.443,0.0722,19.571,21.216,19.82
M009282,0 24 15.99948,-72 5 56.5008,-0.335,-1.22,17.956,18.748,18.12
M009284,0 23 59.91108,-72 5 56.4936,1.24,-0.251,18.514,19.42,18.68
M009286,0 24 2.07936,-72 5 56.49,-0.229,-0.682,19.313,20.541,19.44
M009287,0 24 18.7236,-72 5 56.4864,-0.556,-0.0523,19.368,20.744,19.56
M009292,0 24 15.60312,-72 5 56.4792,0.624,-0.349,18.271,19.098,18.41
M009293,0 24 22.38048,-72 5 56.4756,0.43,-0.523,19.008,20.077,19.14
M009295,0 24 17.91504,-72 5 56.4756,0.062,-1.41,19.547,21.116,19.76
M009296,0 23 56.36796,-72 5 56.4756,0.869,0.932,18.338,19.135,18.5
M009306,0 23 50.66196,-72 5 56.454,-0.221,-0.499,18.951,20.066,19.13
M009308,0 24 8.5932,-72 5 56.4504,-0.374,0.794,19.908,21.722,20.12
M009312,0 23 53.05056,-72 5 56.4432,-0.25,0.705,19.142,20.282,19.31
M009319,0 23 52.71756,-72 5 56.4324,-0.216,0.555,18.635,19.539,18.75
M009320,0 24 16.4394,-72 5 56.4324,0.168,-0.515,17.282,18.138,17.46
M009327,0 24 17.6436,-72 5 56.4252,-0.677,-0.343,17.826,18.561,17.97
M009336,0 23 55.70088,-72 5 56.4108,-0.0307,-0.322,19.159,20.322,19.25
M009338,0 24 14.75172,-72 5 56.4036,0.0988,-0.533,19.038,20.205,19.22
M009340,0 24 4.19688,-72 5 56.4,-1.3,-0.389,17.898,18.661,18.0
M009342,0 24 8.98632,-72 5 56.3964,-0.213,0.0136,17.857,18.607,18.01
M009349,0 24 22.75524,-72 5 56.3856,0.231,-0.444,17.959,18.686,18.1
M009366,0 24 13.40028,-72 5 56.3532,-0.83,-0.328,19.163,20.398,19.31
M009368,0 24 5.14368,-72 5 56.3532,0.639,-1.04,20.203,22.394,20.48
M009370,0 23 57.6672,-72 5 56.3424,-1.39,-1.19,19.86,21.65,20.02
M009373,0 23 52.47168,-72 5 56.3424,0.249,0.0756,18.955,20.014,19.08
M009375,0 24 13.91148,-72 5 56.3388,-0.348,-1.06,18.514,19.44,18.59
M009378,0 24 10.65528,-72 5 56.3352,-0.198,0.818,17.924,18.651,17.98
M009379,0 24 19.59336,-72 5 56.3352,0.815,0.0341,18.471,19.323,18.6
M009386,0 24 13.26564,-72 5 56.3064,0.581,0.0545,18.629,19.489,18.71
M009399,0 23 55.51944,-72 5 56.2776,-1.05,1.07,19.117,20.25,19.26
M009400,0 24 3.8376,-72 5 56.2776,-0.53,0.913,18.83,19.771,18.91
M009404,0 24 14.63868,-72 5 56.274,0.624,-0.279,20.118,22.165,20.41
M009406,0 24 16.70796,-72 5 56.2704,-0.501,0.924,19.367,20.746,19.57
M009408,0 24 11.96424,-72 5 56.2704,1.03,0.675,18.707,19.761,18.94
M009418,0 24 1.58436,-72 5 56.2596,0.0686,-0.785,18.436,19.27,18.53
M009419,0 23 59.4906,-72 5 56.256,0.945,-0.611,18.191,18.977,18.29
M009420,0 24 5.3298,-72 5 56.2524,0.21,-0.16,17.328,18.504,17.49
M009428,0 24 13.68108,-72 5 56.2344,-0.0337,0.173,18.335,19.11,18.38
M009438,0 24 14.86368,-72 5 56.2128,-1.2,-0.432,18.46,19.276,18.62
M009452,0 24 15.309,-72 5 56.1768,1.25,-0.576,19.638,21.252,19.87
M009454,0 24 8.70552,-72 5 56.1732,0.645,-0.27,18.895,19.994,19.09
M009456,0 24 4.72932,-72 5 56.1732,0.429,-0.507,19.634,21.055,19.73
M009463,0 23 59.23464,-72 5 56.1588,-0.132,-0.0566,19.122,20.315,19.31
M009465,0 24 15.975,-72 5 56.1552,0.81,0.388,17.984,18.702,18.07
M009469,0 23 51.82188,-72 5 56.1516,-1.27,0.224,19.323,20.749,19.54
M009479,0 24 9.78552,-72 5 56.1372,0.471,0.101,20.187,22.207,20.38
M009482,0 24 15.49404,-72 5 56.1228,-0.421,-0.165,19.941,21.866,20.22
M009483,0 24 16.48728,-72 5 56.1228,-0.117,-0.0525,19.008,20.198,19.09
M009484,0 23 58.63308,-72 5 56.1228,0.028,1.06,17.254,18.266,17.43
M009489,0 24 13.7394,-72 5 56.1048,1.09,-0.0236,17.3,18.348,17.5
M009498,0 24 2.92968,-72 5 56.0868,0.163,0.0209,17.974,18.767,18.1
M009500,0 23 57.0894,-72 5 56.0832,0.169,0.259,18.247,19.032,18.37
M009506,0 24 0.86832,-72 5 56.0724,-0.0845,0.389,19.586,21.111,19.78
M009508,0 23 57.25572,-72 5 56.0724,0.613,0.589,18.521,19.384,18.67
M009511,0 24 1.29564,-72 5 56.0616,-0.178,-0.74,18.123,18.905,18.23
M009512,0 24 1.96848,-72 5 56.058,-0.513,0.143,19.963,21.608,20.06
M009518,0 23 56.46444,-72 5 56.0544,0.816,0.213,19.202,20.484,19.36
M009521,0 24 9.31968,-72 5 56.0472,0.75,-0.84,19.265,20.535,19.43
M009525,0 23 52.80612,-72 5 56.0364,-0.661,0.561,19.694,21.261,19.83
M009533,0 24 8.1522,-72 5 56.0292,0.143,-0.951,17.291,18.282,17.45
M009539,0 24 4.0824,-72 5 56.0112,-0.563,0.00494,18.213,19.027,18.33
M009541,0 23 55.73616,-72 5 56.0076,-0.488,-0.359,18.05,18.803,18.19
M009544,0 24 21.86892,-72 5 56.0004,-0.23,-0.39,17.835,18.588,17.94
M009547,0 24 10.06776,-72 5 55.9968,-0.45,0.28,19.507,20.989,19.72
M009549,0 23 55.28184,-72 5 55.9932,0.344,-0.396,17.957,18.644,18.05
M009558,0 23 54.43656,-72 5 55.9788,0.0196,0.276,17.269,18.48,17.47
M009559,0 23 51.90792,-72 5 55.9788,0.352,-0.115,17.459,18.27,17.58
M009566,0 24 3.14244,-72 5 55.9716,0.243,0.183,19.142,20.386,19.33
M009571,0 24 1.70064,-72 5 55.968,0.395,-1.16,17.727,18.486,17.83
M009573,0 24 14.45652,-72 5 55.9536,-0.0884,-0.00108,17.272,17.862,17.38
M009579,0 24 4.6314,-72 5 55.932,0.781,-1.35,17.356,18.178,17.52
M009591,0 24 4.81464,-72 5 55.9176,0.0748,-0.758,18.663,19.578,18.79
M009593,0 24 16.62588,-72 5 55.914,0.444,-1.94,19.338,20.723,19.5
M009597,0 23 52.602,-72 5 55.9068,-0.2,-0.623,17.293,18.362,17.44
M009606,0 23 51.68148,-72 5 55.896,0.683,0.547,17.518,18.311,17.64
M009609,0 23 55.0932,-72 5 55.8924,0.495,-0.317,18.739,19.708,18.93
M009615,0 24 12.08556,-72 5 55.8852,0.515,-0.81,18.797,19.871,18.99
M009617,0 24 1.50156,-72 5 55.8852,-0.232,1.6,19.6,21.117,19.76
M009625,0 24 9.6552,-72 5 55.878,-1.22,0.57,18.969,20.155,19.18
M009626,0 24 2.61396,-72 5 55.8744,0.501,-0.0972,17.156,18.663,17.41
M009628,0 24 16.18056,-72 5 55.8708,0.0808,-1.15,19.62,21.205,19.85
M009635,0 24 2.27196,-72 5 55.8564,-0.634,-1.49,19.006,20.085,19.08
M009636,0 23 58.29936,-72 5 55.8528,-0.432,-0.832,18.915,19.988,19.07
M009641,0 24 13.17816,-72 5 55.8456,-0.391,-0.493,17.602,18.417,17.78
M009643,0 24 11.74932,-72 5 55.842,0.16,0.936,19.167,20.46,19.35
M009654,0 24 1.92204,-72 5 55.8276,-0.172,0.203,19.71,21.341,19.84
M009661,0 24 1.13148,-72 5 55.8204,-0.439,0.704,17.838,18.584,17.95
M009668,0 23 57.66576,-72 5 55.8096,0.419,-0.258,16.588,18.281,16.88
M009671,0 24 12.64356,-72 5 55.8024,0.693,0.853,17.54,18.385,17.69
M009672,0 24 19.6398,-72 5 55.7988,0.339,0.237,18.322,19.129,18.45
M009677,0 24 3.8916,-72 5 55.7988,0.238,0.386,20.165,22.15,20.37
M009678,0 23 56.30568,-72 5 55.7952,0.148,1.73,18.301,19.138,18.44
M009679,0 24 3.77604,-72 5 55.788,0.936,-0.0637,19.59,21.124,19.75
M009682,0 24 12.76128,-72 5 55.7772,0.589,-0.426,17.323,18.353,17.5
M009687,0 23 53.57724,-72 5 55.77,-0.208,0.126,19.826,21.519,20.04
M009692,0 24 10.77552,-72 5 55.7664,0.278,1.19,19.669,21.964,20.0
M009696,0 24 10.86804,-72 5 55.7628,-0.657,-0.215,19.775,21.435,20.01
M009698,0 24 9.50076,-72 5 55.7628,1.18,0.401,18.932,19.917,19.05
M009700,0 24 4.15836,-72 5 55.7592,0.079,0.675,17.654,18.444,17.78
M009705,0 24 20.43612,-72 5 55.7412,1.29,-1.17,17.077,18.582,17.33
M009721,0 24 20.16792,-72 5 55.7016,-0.218,-0.332,19.124,20.373,19.33
M009729,0 23 53.93292,-72 5 55.6872,-0.556,0.0702,18.911,19.982,19.09
M009733,0 23 56.85324,-72 5 55.662,0.555,-0.0247,18.546,19.435,18.68
M009734,0 23 55.24296,-72 5 55.6584,-0.235,-0.0201,16.572,18.252,16.84
M009736,0 23 58.4466,-72 5 55.6584,0.523,0.301,18.12,19.186,18.31
M009740,0 24 0.5616,-72 5 55.6512,-0.0183,0.711,17.9,18.653,18.03
M009741,0 24 16.6176,-72 5 55.6512,1.03,0.398,19.547,21.092,19.68
M009743,0 24 0.99324,-72 5 55.6476,0.359,0.107,18.278,19.079,18.39
M009753,0 24 10.1196,-72 5 55.6296,0.661,0.0327,18.615,19.498,18.75
M009754,0 23 57.02532,-72 5 55.6296,-0.248,0.611,19.756,21.362,19.91
M009756,0 24 5.14296,-72 5 55.626,-1.34,-0.0516,17.668,18.438,17.76
M009758,0 24 2.22228,-72 5 55.6224,0.248,0.304,18.053,19.057,18.22
M009767,0 24 3.4524,-72 5 55.6116,-0.901,-1.53,18.047,18.864,18.18
M009769,0 23 53.23992,-72 5 55.6116,1.18,0.135,19.091,20.207,19.28
M009781,0 24 8.08848,-72 5 55.5972,0.767,1.53,19.022,20.133,19.18
M009785,0 24 0.2664,-72 5 55.5864,-0.242,-0.402,17.843,18.558,17.96
M009800,0 23 57.42564,-72 5 55.554,-0.577,1.26,19.295,20.59,19.48
M009803,0 24 19.7928,-72 5 55.5468,-0.0259,-0.783,18.778,19.738,18.92
M009806,0 23 58.74288,-72 5 55.5432,-0.121,0.621,18.622,19.485,18.69
M009813,0 23 54.03012,-72 5 55.536,0.64,-1.24,18.349,19.178,18.5
M009826,0 24 8.6238,-72 5 55.5,0.752,-0.246,19.708,21.403,19.94
M009830,0 24 9.80928,-72 5 55.4964,0.306,0.466,17.432,18.357,17.55
M009832,0 24 19.43244,-72 5 55.4928,0.225,0.569,20.08,22.031,20.33
M009838,0 24 11.05992,-72 5 55.4784,-0.196,-0.883,16.889,18.43,17.16
M009841,0 24 4.8906,-72 5 55.4748,-0.155,-0.0874,18.963,20.106,19.11
M009846,0 24 12.06756,-72 5 55.464,-0.214,-0.16,19.329,20.623,19.49
M009851,0 24 15.13872,-72 5 55.4568,-0.737,-0.244,17.93,18.683,18.08
M009852,0 24 17.30232,-72 5 55.4568,0.617,0.0243,19.723,21.243,19.91
M009865,0 24 16.2612,-72 5 55.4316,0.961,0.948,17.337,18.233,17.5
